step,reward,mean,median,std,max,min
0,-0.1045,-0.1045,-0.1045,0.0,-0.1045,-0.1045
1,0.04285714285714286,-0.03082142857142857,-0.03082142857142857,0.07367857142857143,0.04285714285714286,-0.1045
2,0.1625,0.033619047619047625,0.04285714285714286,0.10919785346706251,0.1625,-0.1045
3,0.04068181818181818,0.03538474025974026,0.04176948051948052,0.0946175534077305,0.1625,-0.1045
4,0.0285,0.03400779220779221,0.04068181818181818,0.0846733079195731,0.1625,-0.1045
5,0.014326923076923077,0.030727647352647353,0.03459090909090909,0.07764301415059417,0.1625,-0.1045
6,-0.05736842105263158,0.018142494723321793,0.0285,0.07821475991495636,0.1625,-0.1045
7,0.057812499999999996,0.023101245382906567,0.03459090909090909,0.07433020611913106,0.1625,-0.1045
8,-0.33666666666666667,-0.016872967067046014,0.0285,0.1330210292168807,0.1625,-0.33666666666666667
9,0.07230769230769231,-0.007954901129572183,0.03459090909090909,0.12899969725977103,0.1625,-0.33666666666666667
10,0.07875,-7.263739052016585e-05,0.04068181818181818,0.1254966598298149,0.1625,-0.33666666666666667
11,0.02144736842105263,0.0017206964271109005,0.03459090909090909,0.1203010272915391,0.1625,-0.33666666666666667
12,0.003739130434782609,0.001875960581547186,0.0285,0.1155827398260955,0.1625,-0.33666666666666667
13,0.02144736842105263,0.0032739182843690034,0.024973684210526315,0.11149230809428239,0.1625,-0.33666666666666667
14,0.011209677419354839,0.0038029688933680587,0.02144736842105263,0.10772999104350676,0.1625,-0.33666666666666667
15,0.120625,0.011104345837532559,0.024973684210526315,0.1080742481528605,0.1625,-0.33666666666666667
16,0.07875,0.015083501964736526,0.0285,0.10604867132559961,0.1625,-0.33666666666666667
17,-0.022767857142857142,0.01298064868098132,0.024973684210526315,0.10342484691263183,0.1625,-0.33666666666666667
18,0.017333333333333333,0.013209737346894585,0.02144736842105263,0.10067104584870956,0.1625,-0.33666666666666667
19,0.050833333333333335,0.015090917146216524,0.024973684210526315,0.0984640259687237,0.1625,-0.33666666666666667
20,0.10666666666666666,0.019451667123380815,0.0285,0.09805005212402199,0.1625,-0.33666666666666667
21,0.016382978723404256,0.019312181287018244,0.024973684210526315,0.09579785914335932,0.1625,-0.33666666666666667
22,0.07230769230769231,0.021616333940091027,0.0285,0.09431341607799965,0.1625,-0.33666666666666667
23,0.050833333333333335,0.02283370891480946,0.03459090909090909,0.09251205673960158,0.1625,-0.33666666666666667
24,0.0667857142857143,0.024591789129645655,0.04068181818181818,0.09105120384435769,0.1625,-0.33666666666666667
25,0.050833333333333335,0.02560107929132595,0.04176948051948052,0.08942555484601776,0.1625,-0.33666666666666667
26,0.062000000000000006,0.026949187465721284,0.04285714285714286,0.0880227218337699,0.1625,-0.33666666666666667
27,0.0667857142857143,0.02837192056643532,0.04684523809523809,0.08675216345952683,0.1625,-0.33666666666666667
28,0.030892857142857142,0.028458849413898143,0.04285714285714286,0.0852445561405836,0.1625,-0.33666666666666667
29,0.020124999999999997,0.028181054433434872,0.04176948051948052,0.08382512235622179,0.1625,-0.33666666666666667
30,0.120625,0.031163117193646648,0.04285714285714286,0.08406405844038063,0.1625,-0.33666666666666667
31,0.025454545454545452,0.030984724326799735,0.04176948051948052,0.08274609375000767,0.1625,-0.33666666666666667
32,-0.0015104166666666664,0.03000002308457348,0.04068181818181818,0.08167289694926333,0.1625,-0.33666666666666667
33,0.062000000000000006,0.030941198876203672,0.04176948051948052,0.08064430436286374,0.1625,-0.33666666666666667
34,0.008223684210526315,0.030292127028612892,0.04068181818181818,0.0795739494815367,0.1625,-0.33666666666666667
35,0.054117647058823534,0.030953947029452075,0.04176948051948052,0.0785586047097924,0.1625,-0.33666666666666667
36,0.008051948051948052,0.03033497408411413,0.04068181818181818,0.07757867554968179,0.1625,-0.33666666666666667
37,0.07875,0.03160905371347955,0.04176948051948052,0.07694239359788742,0.1625,-0.33666666666666667
38,0.07875,0.032817795925954435,0.04285714285714286,0.07631417870793866,0.1625,-0.33666666666666667
39,0.1625,0.03605985102780557,0.04684523809523809,0.07802681241166166,0.1625,-0.33666666666666667
40,0.02216216216216216,0.035720883006692315,0.04285714285714286,0.07709920329358048,0.1625,-0.33666666666666667
41,0.08636363636363636,0.03692666284852432,0.04684523809523809,0.07656609307139542,0.1625,-0.33666666666666667
42,-0.018092105263157895,0.03564715661336892,0.04285714285714286,0.07612353264065849,0.1625,-0.33666666666666667
43,-0.029268292682926828,0.03417180549299856,0.04176948051948052,0.07587284638388989,0.1625,-0.33666666666666667
44,0.03365384615384615,0.034160295285461835,0.04068181818181818,0.07502511732440972,0.1625,-0.33666666666666667
45,0.018372093023255816,0.03381707349715301,0.03716783216783216,0.07424085638400818,0.1625,-0.33666666666666667
46,0.1625,0.03655500810359657,0.04068181818181818,0.07575792760154855,0.1625,-0.33666666666666667
47,-0.05736842105263158,0.03459826999617514,0.03716783216783216,0.07615543534061393,0.1625,-0.33666666666666667
48,0.057812499999999996,0.03507202979217157,0.04068181818181818,0.07544576622706853,0.1625,-0.33666666666666667
49,0.0955,0.036280589196328136,0.04176948051948052,0.07516510190635727,0.1625,-0.33666666666666667
50,0.024558823529411765,0.03605075065383958,0.04068181818181818,0.07444228359206427,0.1625,-0.33666666666666667
51,0.024558823529411765,0.035829752055292895,0.03716783216783216,0.07373990903529047,0.1625,-0.33666666666666667
52,0.07230769230769231,0.03651801507892308,0.04068181818181818,0.07320936522512897,0.1625,-0.33666666666666667
53,-0.14714285714285716,0.03311688781555677,0.03716783216783216,0.07663840702464435,0.1625,-0.33666666666666667
54,0.01175,0.03272839894618301,0.03365384615384615,0.07599214030957846,0.1625,-0.33666666666666667
55,0.0955,0.0338493203935726,0.03716783216783216,0.07576799742006582,0.1625,-0.33666666666666667
56,0.04789473684210527,0.034095731208459136,0.04068181818181818,0.07512305939710767,0.1625,-0.33666666666666667
57,0.07875,0.03486563239452018,0.04176948051948052,0.07469912585212343,0.1625,-0.33666666666666667
58,0.10666666666666666,0.03608259907709893,0.04285714285714286,0.0746410227592432,0.1625,-0.33666666666666667
59,0.07875,0.03679372242581395,0.04537593984962406,0.074217677560751,0.1625,-0.33666666666666667
60,0.07875,0.03748153025489896,0.04789473684210527,0.07379938370198745,0.1625,-0.33666666666666667
61,0.054117647058823534,0.03774985471947839,0.049364035087719305,0.07323180029630649,0.1625,-0.33666666666666667
62,0.03222222222222222,0.03766211452110925,0.04789473684210527,0.0726515555883902,0.1625,-0.33666666666666667
63,0.005468750000000001,0.037159093200466925,0.04537593984962406,0.07219222128754028,0.1625,-0.33666666666666667
64,0.04525,0.03728356868969051,0.04525,0.07164166512009876,0.1625,-0.33666666666666667
65,0.016847826086956518,0.03697393622601272,0.04405357142857143,0.07114066558406835,0.1625,-0.33666666666666667
66,0.1625,0.038847459565922976,0.04525,0.07222965451898752,0.1625,-0.33666666666666667
67,-0.03816666666666667,0.03771489888603195,0.04405357142857143,0.07229343727106682,0.1625,-0.33666666666666667
68,0.08636363636363636,0.03841995305237405,0.04525,0.07200277697853098,0.1625,-0.33666666666666667
69,-0.11555555555555556,0.036220302929403626,0.04405357142857143,0.07378476009848915,0.1625,-0.33666666666666667
70,0.08636363636363636,0.03692654706228014,0.04525,0.07350120225597803,0.1625,-0.33666666666666667
71,0.10666666666666666,0.03789515983456329,0.04657236842105263,0.07344389687601613,0.1625,-0.33666666666666667
72,0.13857142857142857,0.039274286803561445,0.04789473684210527,0.07387190847338725,0.1625,-0.33666666666666667
73,0.03869565217391304,0.039266467416674306,0.04657236842105263,0.0733711066173654,0.1625,-0.33666666666666667
74,0.10666666666666666,0.04016513674000754,0.04789473684210527,0.07328918460914402,0.1625,-0.33666666666666667
75,0.120625,0.04122381915132323,0.049364035087719305,0.07338044803626759,0.1625,-0.33666666666666667
76,0.062000000000000006,0.04149363968182552,0.050833333333333335,0.07294033280745302,0.1625,-0.33666666666666667
77,0.02076923076923077,0.04122794213166405,0.049364035087719305,0.07250875192576219,0.1625,-0.33666666666666667
78,0.1625,0.04276303147176957,0.050833333333333335,0.07331285818380424,0.1625,-0.33666666666666667
79,0.054117647058823534,0.042904964166607745,0.050833333333333335,0.07286413336950746,0.1625,-0.33666666666666667
80,0.04789473684210527,0.042966566298404014,0.050833333333333335,0.07241505410861705,0.1625,-0.33666666666666667
81,0.022916666666666665,0.04272205532728526,0.049364035087719305,0.07200577898900332,0.1625,-0.33666666666666667
82,0.054117647058823534,0.04285935161320741,0.050833333333333335,0.0715814925245222,0.1625,-0.33666666666666667
83,-0.07133333333333333,0.04149991488765335,0.049364035087719305,0.07222396281085917,0.1625,-0.33666666666666667
84,0.07875,0.04193815118309273,0.050833333333333335,0.0719101164482717,0.1625,-0.33666666666666667
85,0.054117647058823534,0.04207977322815937,0.050833333333333335,0.0715027343176154,0.1625,-0.33666666666666667
86,0.024558823529411765,0.04187838300173698,0.050833333333333335,0.07111513914928526,0.1625,-0.33666666666666667
87,0.07875,0.0422973786494445,0.050833333333333335,0.0708178400661893,0.1625,-0.33666666666666667
88,0.0955,0.042895160911810296,0.050833333333333335,0.07064179022566798,0.1625,-0.33666666666666667
89,0.07875,0.04329354801279018,0.050833333333333335,0.07034870686801788,0.1625,-0.33666666666666667
90,0.120625,0.04414334418847381,0.050833333333333335,0.07042407553134825,0.1625,-0.33666666666666667
91,0.04789473684210527,0.0441841201955785,0.050833333333333335,0.07004137035993109,0.1625,-0.33666666666666667
92,0.04285714285714286,0.04416985162204693,0.050833333333333335,0.06966392053259043,0.1625,-0.33666666666666667
93,0.08636363636363636,0.04461872167248936,0.050833333333333335,0.06942745529441446,0.1625,-0.33666666666666667
94,-0.04326923076923077,0.04369358533099758,0.050833333333333335,0.06964111833040951,0.1625,-0.33666666666666667
95,0.057812499999999996,0.04384065735879969,0.050833333333333335,0.06929228377206759,0.1625,-0.33666666666666667
96,0.050833333333333335,0.04391274680183612,0.050833333333333335,0.0689378003002234,0.1625,-0.33666666666666667
