step,reward,mean,median,std,max,min
0,-0.0022005571030640665,-0.0022005571030640665,-0.0022005571030640665,0.0,-0.0022005571030640665,-0.0022005571030640665
1,0.0010909090909090916,-0.0005548240060774875,-0.0005548240060774875,0.001645733096986579,0.0010909090909090916,-0.0022005571030640665
2,-0.0026014319809069203,-0.001237026664353965,-0.0022005571030640665,0.001654214582492351,0.0010909090909090916,-0.0026014319809069203
3,-0.0014107142857142853,-0.0012804485696940452,-0.0018056356943891758,0.0014345646723964193,0.0010909090909090916,-0.0026014319809069203
4,0.10666666666666666,0.020308974477578096,-0.0014107142857142853,0.0431979065545516,0.10666666666666666,-0.0026014319809069203
5,0.00023437500000000108,0.016963207897981745,-0.0005881696428571421,0.04013751419315263,0.10666666666666666,-0.0026014319809069203
6,0.03869565217391304,0.020067842794543357,0.00023437500000000108,0.037930289635730814,0.10666666666666666,-0.0026014319809069203
7,-0.00047297297297297237,0.017500240823603817,-0.00011929898648648565,0.03612501310778078,0.10666666666666666,-0.0026014319809069203
8,0.00020725388601036316,0.015578797830537878,0.00020725388601036316,0.034489857583131146,0.10666666666666666,-0.0026014319809069203
9,0.022916666666666665,0.016312584714150757,0.00022081444300518213,0.03279392073554584,0.10666666666666666,-0.0026014319809069203
10,-0.0006866952789699567,0.014767195623867057,0.00020725388601036316,0.03164737155613559,0.10666666666666666,-0.0026014319809069203
11,0.03365384615384615,0.01634108316803198,0.00022081444300518213,0.030746405609375062,0.10666666666666666,-0.0026014319809069203
12,-0.0033277870216306157,0.01482809315344255,0.00020725388601036316,0.0300015424540615,0.10666666666666666,-0.0033277870216306157
13,0.0005833333333333338,0.013810610309149035,0.00022081444300518213,0.029142044404080587,0.10666666666666666,-0.0033277870216306157
14,0.009565217391304347,0.013527584114626056,0.00023437500000000108,0.028173799095751784,0.10666666666666666,-0.0033277870216306157
15,0.004136363636363637,0.012940632834734653,0.00040885416666666745,0.02737371819545693,0.10666666666666666,-0.0033277870216306157
16,-0.0029235537190082646,0.012007445390396835,0.00023437500000000108,0.026817460643058667,0.10666666666666666,-0.0033277870216306157
17,0.0039732142857142865,0.011561099217914471,0.00040885416666666745,0.02612678291838031,0.10666666666666666,-0.0033277870216306157
18,0.001931034482758621,0.011054253705537847,0.0005833333333333338,0.025520698857845015,0.10666666666666666,-0.0033277870216306157
19,0.0020279720279720278,0.010602939621659556,0.0008371212121212127,0.024952169651695666,0.10666666666666666,-0.0033277870216306157
20,0.0012037037037037038,0.010155356958899754,0.0010909090909090916,0.024432954041759502,0.10666666666666666,-0.0033277870216306157
21,-0.010209424083769632,0.009229685093323873,0.0008371212121212127,0.024245175067702015,0.10666666666666666,-0.010209424083769632
