episode,length,time,reward,delta
0,142.0,0.009452999999666645,-42.0,100.0
1,740.0,0.04803300000003219,-2224.0,90.0
2,670.0,0.042670999999245396,-966.0,81.0
3,209.0,0.014078000000154134,-109.0,72.9
4,233.0,0.015283000000636093,-133.0,65.61
5,98.0,0.005658000000039465,2.0,59.049
6,163.0,0.010747000000264961,-63.0,53.1441
7,322.0,0.0250080000005255,-321.0,47.82969
8,49.0,0.0030070000002524466,51.0,43.046721
9,323.0,0.01996199999939563,-223.0,38.7420489
10,132.0,0.008923999999751686,-32.0,34.86784401
11,97.0,0.005791999999928521,3.0,31.381059609000005
12,274.0,0.016665000000102737,-174.0,28.2429536481
13,168.0,0.011320000000523578,-68.0,25.41865828329
14,150.0,0.008684999999786669,-50.0,22.876792454961006
15,146.0,0.01000800000019808,-46.0,20.589113209464898
16,211.0,0.013579999999819847,-111.0,18.530201888518405
17,115.0,0.006651000000601925,-15.0,16.677181699666562
18,94.0,0.00573900000017602,6.0,15.0094635296999
19,194.0,0.01276400000006106,-94.0,13.50851717672991
20,139.0,0.00941400000010617,-39.0,12.157665459056915
21,95.0,0.005575999999564374,5.0,10.94189891315122
22,124.0,0.008257999999841559,-24.0,9.847709021836096
23,114.0,0.006667000000561529,-14.0,8.862938119652483
24,110.0,0.007144999999582069,-10.0,7.976644307687238
25,105.0,0.0071550000002389424,-5.0,7.178979876918518
26,212.0,0.013031999999839172,-112.0,6.461081889226662
27,140.0,0.008090000000265718,-40.0,5.8149737003039945
28,111.0,0.00793000000066968,-11.0,5.233476330273589
29,58.0,0.0034359999999651336,42.0,4.710128697246233
30,162.0,0.010678000000552856,-62.0,4.239115827521616
31,84.0,0.005270999999993364,16.0,3.815204244769461
32,106.0,0.006331999999929394,-6.0,3.433683820292515
33,130.0,0.009031000000504719,-30.0,3.0903154382632607
34,113.0,0.006838000000243483,-13.0,2.781283894436939
35,86.0,0.0063589999999749125,14.0,2.503155504993245
36,119.0,0.007037999999738531,-19.0,2.252839954493922
37,96.0,0.006962999999814201,4.0,2.027555959044534
38,87.0,0.005151000000296335,13.0,1.8248003631400849
39,135.0,0.009248000000297907,-35.0,1.6423203268260806
