episode,length,time,reward,delta
0,517.0,0.033320999999887135,-3189.0,100.0
1,74.0,0.0059609999998428975,-271.0,90.0
2,1219.0,0.07824799999980314,-3990.0,81.0
3,427.0,0.028113000000303145,-624.0,72.9
4,172.0,0.01121899999998277,-72.0,65.61
5,105.0,0.006191000000399072,-5.0,59.049
6,140.0,0.011918000000150641,-40.0,53.1441
7,257.0,0.016028000000005704,-157.0,47.82969
8,110.0,0.006532999999762978,-109.0,43.046721
9,177.0,0.012373999999908847,-77.0,38.7420489
10,295.0,0.018317000000024564,-294.0,34.86784401
11,197.0,0.012653000000682368,-97.0,31.381059609000005
12,148.0,0.009691000000202621,-48.0,28.2429536481
13,86.0,0.005024999999477586,14.0,25.41865828329
14,279.0,0.019293999999717926,-278.0,22.876792454961006
15,133.0,0.008181000000149652,-33.0,20.589113209464898
16,68.0,0.003885000000082073,32.0,18.530201888518405
17,121.0,0.007308000000193715,-21.0,16.677181699666562
18,182.0,0.01174300000002404,-82.0,15.0094635296999
19,141.0,0.009788999999727821,-41.0,13.50851717672991
20,137.0,0.008034999999836145,-37.0,12.157665459056915
21,135.0,0.009390000000166765,-35.0,10.94189891315122
22,85.0,0.004839000000174565,15.0,9.847709021836096
23,111.0,0.007380999999440974,-11.0,8.862938119652483
24,187.0,0.012255000000550353,-87.0,7.976644307687238
25,105.0,0.007520000000113214,-5.0,7.178979876918518
26,135.0,0.008280000000013388,-35.0,6.461081889226662
27,95.0,0.007025999999314081,5.0,5.8149737003039945
28,64.0,0.0036199999995005783,36.0,5.233476330273589
29,86.0,0.0053699999998571,14.0,4.710128697246233
30,203.0,0.012437999999747262,-103.0,4.239115827521616
31,54.0,0.003050000000257569,46.0,3.815204244769461
32,97.0,0.007115000000339933,3.0,3.433683820292515
33,147.0,0.008690000000569853,-47.0,3.0903154382632607
34,45.0,0.003364000000146916,55.0,2.781283894436939
35,129.0,0.007991000000401982,-29.0,2.503155504993245
36,57.0,0.003410000000258151,43.0,2.252839954493922
37,186.0,0.011966000000029453,-86.0,2.027555959044534
