step,reward,mean,median,std,max,min
0,0.009779411764705884,0.009779411764705884,0.009779411764705884,0.0,0.009779411764705884,0.009779411764705884
1,0.009565217391304347,0.009672314578005116,0.009672314578005116,0.00010709718670076813,0.009779411764705884,0.009565217391304347
2,-0.001715686274509804,0.0058763142938334754,0.009565217391304347,0.005369067223748319,0.009779411764705884,-0.001715686274509804
3,-0.0011346153846153845,0.004123581874221261,0.004215301003344481,0.005553050958178345,0.009779411764705884,-0.001715686274509804
4,0.0039732142857142865,0.004093508356519867,0.0039732142857142865,0.004967163941442651,0.009779411764705884,-0.001715686274509804
5,0.0151,0.005927923630433222,0.006769215838509317,0.006114408802449599,0.0151,-0.001715686274509804
6,0.007721518987341772,0.006184151538563015,0.007721518987341772,0.005695529388900822,0.0151,-0.001715686274509804
7,0.014326923076923077,0.007201997980858022,0.00864336818932306,0.005969610774832985,0.0151,-0.001715686274509804
8,0.03222222222222222,0.009982022896565156,0.009565217391304347,0.009669797175424297,0.03222222222222222,-0.001715686274509804
9,0.0151,0.01049382060690864,0.009672314578005116,0.009301177975895032,0.03222222222222222,-0.001715686274509804
10,0.006292134831460675,0.010111849172777007,0.009565217391304347,0.008950207497883812,0.03222222222222222,-0.001715686274509804
11,0.008223684210526315,0.009954502092589449,0.008894450800915332,0.008585047206664427,0.03222222222222222,-0.001715686274509804
12,-0.0012915129151291514,0.009089424015072635,0.008223684210526315,0.008775755935000741,0.03222222222222222,-0.001715686274509804
13,0.00358974358974359,0.008696589698977703,0.007972601598934044,0.008574324715523135,0.03222222222222222,-0.001715686274509804
14,0.014705882352941176,0.009097209209241933,0.008223684210526315,0.008418118471100085,0.03222222222222222,-0.001715686274509804
15,0.016847826086956518,0.009581622764099094,0.008894450800915332,0.008363941718073151,0.03222222222222222,-0.001715686274509804
16,0.004136363636363637,0.009261313403644068,0.008223684210526315,0.008214746483906996,0.03222222222222222,-0.001715686274509804
17,0.006551724137931036,0.00911078066666001,0.007972601598934044,0.00800738897870536,0.03222222222222222,-0.001715686274509804
18,0.02216216216216216,0.009797695482212754,0.008223684210526315,0.008320875397525324,0.03222222222222222,-0.001715686274509804
19,0.0035169491525423734,0.009483658165729237,0.007972601598934044,0.00822489442478287,0.03222222222222222,-0.001715686274509804
20,0.0013207547169811326,0.009094948477693612,0.007721518987341772,0.008212759408201487,0.03222222222222222,-0.001715686274509804
21,0.006964285714285714,0.008998100170265979,0.007342902350813743,0.008036199723088475,0.03222222222222222,-0.001715686274509804
