steps,time,reward,delta,converged
1,0.00045599999998557905,-0.20400000000000001,0.10006478369251365,False
2,0.0002619999999922129,-0.25375,0.10005752671738422,False
3,0.0006050000000072941,-0.1045,0.10006523646322732,False
4,0.00019700000001421358,-0.33666666666666667,0.10002296889351625,False
5,0.0008259999999893353,-0.07607142857142857,0.09002067200416464,False
6,0.00036800000000880573,-0.1708333333333333,0.10003032984212312,False
7,0.0021409999999946194,-0.03342857142857143,0.09990631695500704,False
8,0.0005979999999965457,-0.1045,0.09998346277999863,False
9,0.0002550000000098862,-0.25375,0.0900517740456458,False
10,0.003268999999988864,-0.029268292682926834,0.1000332239314963,False
11,0.0011279999999942447,-0.1708333333333333,0.10000481357432396,False
12,0.0017170000000135133,-0.33666666666666667,0.09981646256750135,False
13,0.00119000000000824,-0.129375,0.08101860480374817,False
14,0.0010479999999972733,-0.129375,0.07291674432337335,False
15,0.003962000000001353,-0.0482608695652174,0.09002990153834667,False
16,0.00015799999999899228,-0.5025,0.09097331830943482,False
17,0.0017259999999907905,-0.04326923076923077,0.10006139377670616,False
18,0.00039400000000000546,-0.1708333333333333,0.08998511650199875,False
19,0.0004519999999956781,-0.14714285714285716,0.09005871281690458,False
20,0.0020460000000070977,-0.03609375,0.09995320965691107,False
21,0.0001420000000109667,-0.5025,0.065625069891036,False
22,0.0006009999999889715,-0.1708333333333333,0.08104659664108121,False
23,0.0018870000000106302,-0.06027777777777778,0.08102691138451201,False
24,0.0070660000000088985,-0.03118421052631579,0.08454643613300908,False
25,0.000694999999979018,-0.14714285714285716,0.09955775242971394,False
26,0.001350999999999658,-0.04645833333333333,0.05906256290193242,False
27,0.0011090000000137934,-0.05475,0.10003204713685035,False
28,0.000618000000002894,-0.09545454545454546,0.09012114741591025,False
29,0.0017579999999952634,-0.03609375,0.08098660485179889,False
30,0.0004249999999785814,-0.14714285714285716,0.053156306611739174,False
31,0.0003120000000080836,-0.20400000000000001,0.04784067595056525,False
32,0.00749299999998243,-0.017922077922077926,0.0909998196252795,False
33,0.0010650000000111959,0.0578125,0.09991236387377479,False
34,0.0026989999999784686,-0.027111111111111117,0.07842636430294185,False
35,0.0032989999999983866,-0.022456140350877198,0.09982062156688835,False
36,0.0006290000000035434,-0.09545454545454546,0.09981684540475266,False
37,0.0004020000000082291,-0.1708333333333333,0.07058372787264766,False
38,0.0009480000000223754,-0.07607142857142857,0.09000433221689158,False
39,0.00176499999997759,-0.07607142857142857,0.09944400777785257,False
40,0.0002870000000143591,-0.33666666666666667,0.06352535508538289,False
41,0.0015190000000018244,-0.0671875,0.09575174969739375,False
42,0.0007850000000075852,-0.08153846153846155,0.07554431549573293,False
43,0.0018739999999866086,-0.03426470588235294,0.10006093267967418,False
44,0.0023429999999962092,-0.030512820512820518,0.057172819576844607,False
45,0.001285999999993237,-0.0482608695652174,0.08607976815764362,False
46,0.0007380000000125619,-0.08153846153846155,0.10008032078130642,False
47,0.00230600000000436,-0.028690476190476193,0.07294193697697308,False
48,0.000828999999981761,-0.08153846153846155,0.0999235233221541,False
49,0.0020120000000076743,0.027419354838709678,0.09545010336609677,False
50,0.005371999999994159,-0.021583333333333336,0.08869577748133539,False
51,0.003264000000001488,-0.022767857142857145,0.09435506606683866,False
52,0.001700999999997066,-0.03709677419354839,0.04305660835550872,False
53,0.0022490000000061627,-0.029268292682926834,0.05625429707186568,False
54,0.002273000000002412,-0.035151515151515156,0.099459843108257,False
55,0.030114999999995007,-0.007126068376068317,0.09090823422662074,False
56,0.0019609999999943284,-0.03342857142857143,0.09079545882178408,False
57,0.005864000000002534,0.0064204545454545426,0.08736794620626132,False
58,0.0005930000000091695,-0.1045,0.0849195594601548,False
59,0.0007579999999904885,-0.08791666666666666,0.05550952235708624,False
60,0.0035099999999772535,-0.022767857142857145,0.04995857012137761,False
61,0.004326999999989312,-0.01844594594594595,0.08508318139042179,False
62,0.00713300000001027,-0.015050505050505052,0.09963311409223449,False
63,0.00505699999999365,-0.0156989247311828,0.044962713109239855,False
64,0.0006230000000186919,-0.09545454545454546,0.03875094751995785,False
65,0.0014880000000232485,-0.041851851851851855,0.06902714686829205,False
66,0.004041999999998325,-0.018819444444444448,0.09391739491776466,False
67,0.0011179999999910706,-0.0671875,0.03487585276796206,False
68,0.003198999999995067,-0.03426470588235294,0.08100389899520241,False
69,0.00031999999998788553,-0.33666666666666667,0.09562834378265683,False
70,0.019885999999985415,-0.008262295081967179,0.031388267491165855,False
71,0.0008050000000139335,-0.08791666666666666,0.07396548142179524,False
72,0.016378000000003112,-0.008740601503759375,0.0665689332796157,False
73,0.019652000000007774,-0.008109374999999964,0.02824944074204927,False
74,0.0008919999999932315,-0.0671875,0.025424496667844344,False
75,0.0018099999999776628,-0.035151515151515156,0.04046644179831587,False
76,0.005285000000014861,-0.021048387096774195,0.08091804844809436,False
77,0.024775999999974374,-0.002518518518518467,0.0998022921966596,False
78,0.0032339999999919655,0.012946428571428569,0.08982206297699363,False
79,0.006589000000019496,0.004136363636363633,0.08761056348189843,False
80,0.06918799999999692,-0.00407798165137606,0.08473395708049833,False
81,0.03508400000001188,-0.007380382775119564,0.07642720928931873,False
82,0.013214000000004944,0.0014012738853503147,0.07869313877738912,False
83,0.004290999999994938,-0.020793650793650795,0.08968882597663376,False
84,0.005869999999987385,0.008581081081081078,0.07379984302998813,False
85,0.008374000000003434,0.00389380530973451,0.07565864521521391,False
86,0.008329000000003361,-0.014950000000000003,0.07292422024606081,False
87,0.006102999999995973,0.006551724137931031,0.0832966627387802,False
88,0.028208999999975504,-0.008052147239263766,0.07290350909568218,False
89,0.0019660000000101263,0.0285,0.09527765399299286,False
90,0.032576000000005934,-0.002771618625277105,0.09482203291871928,False
91,0.022015999999979385,-0.0012218045112781719,0.08533982962684734,False
92,0.0013109999999869615,-0.07133333333333333,0.07548716005092725,False
93,0.04626000000001795,-0.003360522022838429,0.09136037544810237,False
94,0.013603999999986627,0.0002894736842105225,0.09179080603411689,False
95,0.013352999999995063,-0.010050761421319802,0.0718479799587908,False
96,0.02158499999998753,-0.002128571428571385,0.09722832493019835,False
97,0.01402699999999868,-0.00047297297297296587,0.08750549243717852,False
98,0.045756000000011454,-0.0036582109479304974,0.09791942561227496,False
99,0.04317499999999086,-0.003566333808844433,0.09998899069897957,False
100,0.009849000000002661,0.0013607594936708824,0.09104915807598099,False
101,0.0018940000000213786,0.027419354838709678,0.08194424226838289,False
102,0.007706000000013091,0.00228260869565217,0.0737498180415446,False
103,0.0031520000000000437,0.024558823529411765,0.06637483623739014,False
104,0.005193999999988819,0.005923913043478258,0.059737352613651123,False
105,0.007660999999984597,0.00261363636363636,0.05376361735228601,False
106,0.007309999999989714,0.004136363636363633,0.048387255617057416,False
107,0.005497999999988679,0.005468749999999997,0.04354853005535168,False
108,0.014649000000019896,-0.0008641975308641819,0.039193677049816515,False
109,0.005851000000006934,0.005151515151515148,0.035274309344834866,False
110,0.0007030000000156633,0.1625,0.03174687841035138,False
111,0.019952999999986787,-0.0019359756097560583,0.035051422362939566,False
112,0.0028639999999882093,0.014705882352941175,0.031546280126645614,False
113,0.0029300000000205273,0.016382978723404253,0.02839165211398105,False
114,0.004450000000019827,0.007407407407407404,0.025552486902582938,False
115,0.022120999999998503,-0.0014487632508833636,0.022997238212324647,False
116,0.004940000000004829,0.006166666666666663,0.028685356152151134,False
117,0.010820999999992864,0.0007758620689655134,0.025816820536936014,False
118,0.003917999999998756,0.009565217391304346,0.023235138483242414,False
119,0.0011189999999885458,0.04525,0.028080307362637325,False
120,0.027222999999992226,-0.0025783132530119955,0.02527227662637359,False
121,0.0022770000000207347,-0.03118421052631579,0.07647412129901475,False
122,0.0036949999999933425,0.009999999999999997,0.0368311989591738,False
123,0.0036059999999906722,0.01095238095238095,0.03314807906325642,False
124,0.004603000000003021,0.00977941176470588,0.029833271156930775,False
125,0.0012619999999969878,0.054117647058823534,0.039521330945234946,False
126,0.009152000000000271,0.0014838709677419317,0.035569197850711456,False
127,0.0037049999999965166,0.010227272727272724,0.03201227806564031,False
128,0.007600999999993974,0.004136363636363633,0.02881105025907628,False
129,0.015155000000021346,-0.0010433070866141536,0.02592994523316865,False
130,0.0041940000000124655,0.00805194805194805,0.02333695070985179,False
131,0.0013780000000167547,0.0352,0.021003255638866614,False
132,0.0011100000000112686,0.04789473684210527,0.01890293007497995,False
133,0.017629999999996926,-0.001546391752577289,0.01701263706748195,False
134,0.006820000000004711,0.005468749999999997,0.01531137336073376,False
135,0.0019879999999830034,0.022916666666666665,0.02159074372730274,False
136,0.0035369999999943502,0.010703124999999997,0.019431669354572467,False
137,0.026578999999998132,-0.002640845070422481,0.017488502419115214,False
138,0.021281000000016093,-0.002176966292134787,0.02337381242611715,False
139,0.010405000000019982,0.000809248554913291,0.021036431183505434,False
140,0.021800000000013142,-0.002052785923753624,0.02627956608415274,False
141,0.0017719999999883385,0.02640625,0.023651609475737467,False
142,0.010811999999987165,0.0005833333333333296,0.021286448528163728,False
143,0.006790999999992664,0.0035897435897435863,0.019157803675347352,False
144,0.010580000000004475,0.0010909090909090873,0.031565011785885645,False
145,0.03450900000001411,-0.0031660583941605183,0.02840851060729708,False
146,0.002633000000002994,0.018372093023255813,0.025567659546567367,False
147,0.034774999999996226,-0.003110902255639033,0.023010893591910633,False
148,0.0011629999999911433,0.04285714285714286,0.020709804232719564,False
149,0.0016489999999862448,0.0285,0.018638823809447615,False
150,0.01633699999999294,-0.001305147058823504,0.016774941428502856,False
151,0.029910999999998467,-0.0024812030075187456,0.015097447285652566,False
152,0.031673999999981106,-0.00284334763948492,0.013587702557087312,False
153,0.031653000000005704,-0.002838709677419296,0.012228932301378581,False
154,0.0575279999999907,-0.0038231850117095216,0.011006039071240726,False
155,0.02508800000001088,-0.002468513853904231,0.00990543516411665,False
156,0.003906000000000631,0.00895833333333333,0.008914891647704981,False
157,0.017833999999993466,-0.0014982578397212246,0.008023402482934483,False
158,0.0090759999999932,0.004136363636363633,0.007221062234641029,False
159,0.015658000000001948,-0.0005333333333333249,0.006498956011176927,False
160,0.004675999999989244,0.007407407407407404,0.005849060410059237,False
161,0.011489000000011629,0.00046195652173912664,0.005264154369053309,False
162,0.0071810000000027685,0.0029761904761904726,0.0047377389321479725,False
163,0.020145000000013624,-0.0019910179640718157,0.004263965038933171,False
164,0.01972200000000157,-0.0015816326530611931,0.013504854860471305,False
165,0.0033019999999908123,0.013611111111111109,0.020990447332054664,False
166,0.033962999999999965,-0.0023199999999999523,0.018891402598849194,False
167,0.007014999999995553,0.008399999999999998,0.01700226233896427,False
168,0.01996600000001081,0.0001275510204081594,0.015302036105067841,False
169,0.021385000000009313,-0.0003472222222222179,0.013771832494561055,False
170,0.0016950000000122145,0.036875,0.01239464924510495,False
171,0.007231999999987693,0.0031048387096774157,0.01115518432059446,False
172,0.015418999999980088,0.0008430232558139497,0.010039665888535011,False
173,0.01116300000001047,0.0016999999999999964,0.00903569929968151,False
174,0.014109000000019023,5.0251256281403174e-05,0.008132129369713359,False
175,0.02247600000001171,-0.002120343839541504,0.007318916432742029,False
176,0.021384000000011838,-0.002078488372092981,0.006587024789467821,False
177,0.0282269999999869,-0.002847965738757971,0.005928322310521039,False
178,0.0413639999999873,-0.003427230046948285,0.005335490079468941,False
179,0.002167000000014241,0.02076923076923077,0.004801941071522042,False
180,0.009972000000004755,0.0010179640718562836,0.004321746964369844,False
181,0.002859000000000833,0.01951219512195122,0.012590239708680695,False
182,0.0006309999999984939,0.08636363636363636,0.011331215737812629,False
183,0.020262000000002445,-0.00209537572254331,0.01019809416403137,False
184,0.015527000000020053,-0.000592105263157885,0.00917828474762823,False
185,0.009152999999997746,0.0016999999999999964,0.008260456272865402,False
186,0.004979000000020051,0.00876712328767123,0.00743441064557886,False
187,0.0003540000000157306,0.1625,0.0066909695810209785,False
188,0.0005129999999837764,0.10666666666666666,0.006021872622918878,False
189,0.006033999999999651,0.004305555555555552,0.005419685360626991,False
190,0.0034060000000124546,0.012631578947368419,0.004877716824564293,False
191,0.019384999999999764,-0.001638795986622041,0.0043899451421078655,False
192,0.005933999999996331,0.005691489361702124,0.003950950627897076,False
193,0.01975899999999342,-0.0017993630573248046,0.003555855565107369,False
194,0.00124399999998559,0.04285714285714286,0.0032002700085966285,False
195,0.008570999999989226,0.0038157894736842073,0.0028802430077369714,False
196,0.002499000000000251,0.018928571428571427,0.04203850812895106,False
197,0.0022329999999897154,0.020124999999999997,0.03783465731605595,False
198,0.0026220000000023447,0.015937499999999997,0.03405119158445036,False
199,0.011229000000014366,0.0005219780219780181,0.036938654852526634,False
200,0.03437199999999052,-0.003169398907103759,0.033244789367273965,False
201,0.006135999999997921,0.004305555555555552,0.03697722942572752,False
202,0.001130000000017617,0.04789473684210527,0.03327950648315477,False
203,0.0024740000000065265,0.027419354838709678,0.036306644754565534,False
204,0.00764100000000667,0.0023897058823529375,0.03878587099885096,False
205,0.061459000000013475,-0.003981762917933047,0.03490728389896586,False
206,0.014262999999999693,-0.0006304347826086851,0.03141655550906928,False
207,0.02679200000000037,-0.002741573033707809,0.04070133694004026,False
208,0.005240000000014788,0.00977941176470588,0.03663120324603623,False
209,0.00463799999999992,0.007407407407407404,0.03296808292143261,False
210,0.001474999999999227,0.03365384615384615,0.029671274629289347,False
211,0.026274000000000797,-0.0026463700234191493,0.026704147166360416,False
212,0.013259000000005017,-0.0006304347826086851,0.024033732449724378,False
213,0.03728600000002302,-0.003218085106382912,0.02163035920475194,False
214,0.0023690000000158307,0.01951219512195122,0.01946732328427674,False
215,0.013415000000009059,-0.0005530973451327346,0.01752059095584907,False
216,0.02790200000001164,-0.002838709677419296,0.023400092937702177,False
217,0.00343499999999608,0.017840909090909088,0.02106008364393196,False
218,0.01355299999997328,-0.0006681034482758507,0.018954075279538764,False
219,0.03704899999999611,-0.0032908163265305437,0.017058667751584888,False
220,0.007078000000007023,0.00291338582677165,0.015352800976426396,False
221,0.0011100000000112686,0.04525,0.013817520878783752,False
222,0.010141000000004396,0.0012812499999999964,0.012435768790905377,False
223,0.014882000000000062,-0.0008471074380165136,0.011192191911814843,False
224,0.005310000000008586,0.005806451612903223,0.026449923663988153,False
225,0.003376000000002932,0.012033898305084743,0.03147891687604487,False
226,0.01854499999998893,-0.001758064516128997,0.028331025188440384,False
227,0.005347000000000435,0.009999999999999997,0.025497922669596343,False
228,0.005521000000015874,0.005049999999999996,0.022948130402636702,False
229,0.007058000000000675,0.0033749999999999965,0.02784524774462125,False
230,0.0006689999999878182,0.08636363636363636,0.025060722970159124,False
231,0.01069599999999582,0.0011656441717791373,0.022554650673143207,False
232,0.008461999999980208,0.0024999999999999966,0.020299185605828884,False
233,0.0010339999999757765,0.054117647058823534,0.018269267045245997,False
234,0.004120000000000346,0.009357142857142854,0.024852850299239115,False
235,0.015392999999988888,-0.0009638554216867292,0.022367565269315205,False
236,0.0028240000000039345,0.014705882352941175,0.02013080874238369,False
237,0.00849199999998973,0.0024999999999999966,0.018117727868145316,False
238,0.000782999999984213,0.0667857142857143,0.016305955081330783,False
239,0.0061979999999834945,0.004220183486238528,0.023262772492957096,False
240,0.016593000000000302,-0.0011787072243345782,0.020936495243661393,False
241,0.0023490000000094824,0.018372093023255813,0.018842845719295256,False
242,0.010022000000020626,0.0013607594936708824,0.016958561147365724,False
243,0.004754000000019687,0.006551724137931031,0.015262705032629154,False
244,0.0009469999999964784,0.054117647058823534,0.013736434529366237,False
245,0.014922000000012758,-0.0009475806451612728,0.021181623488896673,False
246,0.012571000000008326,0.0002894736842105225,0.01906346114000701,False
