episode,length,time,reward,delta
0,2.0,0.00028500000007625204,-1.01,-1.000485379336147
1,3.0,0.00028100000008635106,-1.015,-0.9998195691150422
2,4.0,0.00033799999982875306,-1.02,-0.09998195691150424
3,4.0,0.00033699999994496466,-1.02,-1.0000250644607782
4,6.0,0.000463999999965381,-1.03,-0.009998195691150458
5,13.0,0.0008640000000923465,-1.065,-0.9927181194811793
6,2.0,0.00018000000000029104,-1.01,-0.0009998195691151013
7,12.0,0.0007559999999102729,-1.06,-0.10000250644607778
8,7.0,0.00046900000006644404,-1.035,-0.010000250644607744
9,1.0,0.00012600000013662793,-1.005,-0.9027589436807821
10,5.0,0.0003570000001218432,-1.025,-1.0004442889394698
11,15.0,0.0009260000001631852,-1.075,-0.9997673423222528
12,3.0,0.0002380000000812288,-1.015,-0.9901804971757338
13,5.0,0.0003569999998944695,-1.025,-1.000332954224725
14,6.0,0.0008139999999912106,-1.03,-0.09027589436807815
15,4.0,0.0006520000001728476,-1.02,-1.0002131124524731
16,9.0,0.0016880000000583095,-1.045,-0.009027589436807815
17,14.0,0.002403999999842199,0.93,1.0045116391539575
18,1.0,0.00023199999986900366,-1.005,-0.9902417120924215
19,7.0,0.0009619999998449202,0.965,0.10045116391539577
20,12.0,0.0026760000000649597,-1.06,-0.9821697527921377
21,9.0,0.0007300000002032903,-1.045,-1.0003522614530271
22,10.0,0.0009709999999358843,-1.05,-0.9996951379791408
23,12.0,0.0008119999999962602,-1.06,-0.00100002506446073
24,3.0,0.0002730000001065491,-1.015,-0.999612289576416
25,6.0,0.0004460000000108266,0.97,0.4601865255557043
26,4.0,0.0003160000001116714,-1.02,-0.10002131124524738
27,4.0,0.00045300000010684016,-1.02,-1.4403637682038686
28,9.0,0.0005980000000818109,-1.045,-0.9998548345694499
29,9.0,0.0007499999999254214,0.955,0.954790852535564
30,5.0,0.0005240000000412692,-1.025,-1.2237308584070088
31,11.0,0.001411000000189233,-1.055,-0.9319459720214531
32,5.0,0.001109000000042215,-1.025,-0.09319459720214529
33,1.0,0.0006470000000717846,-1.005,-0.9015923251695308
34,8.0,0.0007759999998597777,-1.04,-0.8954025589888
35,5.0,0.00041499999997540726,-1.025,-1.0065746312182424
36,1.0,0.00012900000001536682,-1.005,-0.09015923251695301
37,9.0,0.0012740000001940643,-1.045,-1.0001657426334563
38,5.0,0.0010789999998905841,0.975,0.09547908525355642
39,2.0,0.00026000000002568413,-1.01,-0.9931724011984424
40,5.0,0.0009399999999004649,-1.025,-0.009015923251695313
41,6.0,0.0004460000000108266,-1.03,-0.009319459720214529
42,15.0,0.0008829999999306892,-1.075,-0.9896870416423417
43,8.0,0.0004969999999957508,0.96,0.009547908525355586
44,6.0,0.00038999999992483936,-1.03,-0.9837245495793279
45,16.0,0.0009999999999763531,-1.08,-0.0009319459720213974
46,16.0,0.0009800000000268483,-1.08,-0.000901592325169509
47,10.0,0.0006090000001677254,-1.05,-0.0999767342322253
48,3.0,0.0002279999998791027,-1.015,-0.9895469122766225
49,6.0,0.00038900000004105095,-1.03,-9.319459720213974e-05
50,19.0,0.0011480000000574364,-1.095,-0.8995383997632539
51,21.0,0.0011990000000423606,-1.105,-0.9808680430448703
52,8.0,0.0004969999999957508,-1.04,-0.09996951379791408
53,5.0,0.0004370000001472363,-1.025,-0.009997673423222553
54,7.0,0.00044299999990471406,-1.035,-0.9955993577428939
55,13.0,0.000766000000112399,0.935,0.0009547908525355808
56,4.0,0.0002809999998589774,-1.02,-0.9897086995632101
57,5.0,0.0005020000000968139,-1.025,-0.08995383997632533
58,24.0,0.0014690000000427972,-1.12,-0.008995383997632556
59,7.0,0.0004510000001118897,-1.035,-0.9907053957210458
60,7.0,0.0004629999998542189,-1.035,-0.8913362784739727
61,2.0,0.0001720000000204891,-1.01,-9.015923251698421e-05
62,27.0,0.0015289999998913117,-1.135,-0.0891336278473972
