episode,length,time,reward,delta
0,8.0,0.0006410000000869331,-1.04,-1.0004450265299094
1,4.0,0.0003260000000864238,-1.02,-1.0000331396651365
2,11.0,0.0007059999998091371,-1.055,-1.0007446123581687
3,2.0,0.0001850000001013541,-1.01,-0.30013350795897276
4,11.0,0.0007940000000417058,-1.055,-1.000465739896537
5,5.0,0.0003580000000056316,-1.025,-0.9963963323244087
6,5.0,0.0005249999999250576,-1.025,-0.9946388719571969
7,12.0,0.0008000000000265572,-1.06,-1.000115947774784
8,1.0,0.00012600000013662793,-1.005,-0.09004005238769186
9,18.0,0.0013730000000578002,-1.09,-0.29891889969732266
10,14.0,0.0008840000000418513,-1.07,-0.992854619084211
11,7.0,0.00047900000004119647,-1.035,-0.99424851266827
12,4.0,0.00033699999994496466,-1.02,-0.3002233837074505
13,2.0,0.0003950000000259024,-1.01,-0.7037568184769714
14,8.0,0.0010979999999563006,-1.04,-0.9964588149029147
15,6.0,0.0019330000000081782,-1.03,-0.21112704554309136
16,11.0,0.001295999999911146,-1.055,-0.9942905793580007
17,8.0,0.0005069999999705033,-1.04,-0.9929582936805044
18,16.0,0.0009789999999156862,-1.08,-0.3001397219689611
19,2.0,0.000174999999899228,-1.01,-0.08967566990919684
20,4.0,0.00028399999996508996,-1.02,-0.06333811366292741
21,9.0,0.0005579999999554275,-1.045,-0.2978563857252633
22,15.0,0.0008870000001479639,-1.075,-0.9946865933710284
23,4.0,0.00028100000008635106,-1.02,-0.2984059780113085
24,17.0,0.0010269999997944979,-1.085,-0.9942949962170902
25,4.0,0.00030099999980848224,-1.02,-0.9303095578006761
26,13.0,0.0012019999999210995,-1.065,-0.019001434098878223
27,2.0,0.00027299999987917545,-1.01,-0.005700430229663489
28,2.0,0.0007850000001781154,-1.01,-0.0017101290688990023
29,19.0,0.002085999999962951,-1.095,-0.09006701511223514
30,11.0,0.0008569999999963329,-1.055,-0.0005130387206696563
31,6.0,0.00043900000014218676,-1.03,-0.02702010453367054
32,2.0,0.00019200000019736763,-1.01,-0.02690270097275904
33,12.0,0.0008009999999103457,-1.06,-0.0001539116162009302
34,6.0,0.0004360000000360742,-1.03,-0.9285166100814695
35,7.0,0.0006220000000212167,-1.035,-0.9925855199223256
36,24.0,0.0018290000000433793,-1.12,-0.008106031360101129
37,8.0,0.0009959999999864522,-1.04,-0.9926690527131622
